date,grade,price_per_kg
2024-06-12,특,10780.5
2024-06-13,특,15637.7
2024-06-14,특,10101.0
2024-06-15,특,12347.2
2024-06-17,특,16214.9
2024-06-17,특,16433.3
2024-06-18,특,14918.2
2024-06-19,특,14630.4
2024-06-20,특,16470.2
2024-06-21,특,15812.0
2024-06-22,특,16850.0
2024-06-24,특,14235.9
2024-06-25,특,16086.6
2024-06-26,특,13526.4
2024-06-27,특,16381.7
2024-06-28,특,16056.3
2024-06-29,특,15527.1
2024-07-01,특,12825.2
2024-07-02,특,16459.2
2024-07-03,특,13582.8
2024-07-04,특,17637.4
2024-07-05,특,14455.8
2024-07-06,특,14455.8
2024-07-08,특,14316.7
2024-07-09,특,19998.7
2024-07-10,특,14048.5
2024-07-11,특,15172.5
2024-07-12,특,12640.7
2024-07-13,특,12640.7
2024-07-15,특,16818.2
2024-07-16,특,11726.2
2024-07-17,특,6913.0
2024-07-18,특,13767.7
2024-07-19,특,17180.0
2024-07-20,특,17180.0
2024-07-22,특,16499.4
2024-07-23,특,18546.8
2024-07-24,특,5487.4
2024-07-25,특,13246.0
2024-07-26,특,9913.5
2024-07-27,특,9913.5
2024-07-29,특,10630.7
2024-07-30,특,13048.2
2024-07-31,특,3994.1
2024-08-01,특,10007.1
2024-08-02,특,6997.3
2024-08-05,특,3900.0
2024-08-06,특,8219.7
2024-08-07,특,8219.7
2024-08-08,특,8219.7
2024-08-09,특,8219.7
2024-08-10,특,8219.7
2024-08-12,특,8219.7
2024-08-13,특,8219.7
2024-08-14,특,6016.7
2024-08-15,특,6016.7
2024-08-16,특,6016.7
2024-08-17,특,6016.7
2024-08-19,특,6016.7
2024-08-20,특,6016.7
2024-08-21,특,6016.7
2024-08-22,특,6016.7
2024-08-23,특,6016.7
2024-10-19,특,5000.0
2024-10-21,특,5000.0
2024-10-22,특,5000.0
2024-10-23,특,5000.0
2024-10-24,특,6700.0
2024-10-25,특,5362.5
2024-10-26,특,5362.5
2024-10-28,특,7846.8
2024-10-29,특,5916.1
2024-10-30,특,5976.7
2024-10-31,특,6221.3
2024-11-01,특,6252.7
2024-11-02,특,5800.0
2024-11-04,특,8392.0
2024-11-05,특,5767.6
2024-11-06,특,5613.6
2024-11-07,특,6025.5
2024-11-08,특,6031.7
2024-11-09,특,6031.7
2024-11-11,특,8534.4
2024-11-12,특,7800.0
2024-11-13,특,5536.7
2024-11-14,특,8635.3
2024-11-15,특,6715.5
2024-11-16,특,5000.0
2024-11-18,특,7717.8
2024-11-19,특,6342.3
2024-11-20,특,7475.6
2024-11-21,특,8461.2
2024-11-22,특,7361.6
2024-11-23,특,7361.6
2024-11-25,특,10239.9
2024-11-26,특,8320.0
2024-11-27,특,12115.9
2024-11-28,특,9253.6
2024-11-29,특,7200.0
2024-11-30,특,4200.0
